id,inquiry_id,cost_service_id,income,payment,profit_or_loss_amount,profit_or_loss_status,created_at,updated_at,supplier_id
297,102,1,0.0,0.0,0.0,3,,,
298,102,2,0.0,0.0,0.0,3,,,
299,102,3,0.0,0.0,0.0,3,,,
300,102,4,0.0,0.0,0.0,3,,,
301,102,5,0.0,0.0,0.0,3,,,
302,102,6,0.0,0.0,0.0,3,,,
303,102,7,0.0,0.0,0.0,3,,,
304,102,8,0.0,0.0,0.0,3,,,
305,103,1,0.0,0.0,0.0,3,,,
306,103,2,0.0,0.0,0.0,3,,,
307,103,3,0.0,0.0,0.0,3,,,
308,103,4,0.0,0.0,0.0,3,,,
309,103,5,0.0,0.0,0.0,3,,,
310,103,6,0.0,0.0,0.0,3,,,
311,103,7,0.0,0.0,0.0,3,,,
312,103,8,0.0,0.0,0.0,3,,,
313,104,1,0.0,0.0,0.0,3,,,
314,104,2,0.0,0.0,0.0,3,,,
315,104,3,0.0,0.0,0.0,3,,,
316,104,4,0.0,0.0,0.0,3,,,
317,104,5,0.0,0.0,0.0,3,,,
318,104,6,0.0,0.0,0.0,3,,,
319,104,7,0.0,0.0,0.0,3,,,
320,104,8,0.0,0.0,0.0,3,,,
321,105,1,0.0,0.0,0.0,3,,,
322,105,2,0.0,0.0,0.0,3,,,
323,105,3,0.0,0.0,0.0,3,,,
324,105,4,0.0,0.0,0.0,3,,,
325,105,5,0.0,0.0,0.0,3,,,
326,105,6,0.0,0.0,0.0,3,,,
327,105,7,0.0,0.0,0.0,3,,,
328,105,8,0.0,0.0,0.0,3,,,
329,107,1,0.0,0.0,0.0,3,,,
330,107,2,0.0,0.0,0.0,3,,,
331,107,3,0.0,0.0,0.0,3,,,
332,107,4,0.0,0.0,0.0,3,,,
333,107,5,0.0,0.0,0.0,3,,,
334,107,6,0.0,0.0,0.0,3,,,
335,107,7,0.0,0.0,0.0,3,,,
336,107,8,0.0,0.0,0.0,3,,,
337,108,1,0.0,0.0,0.0,3,,,
338,108,2,0.0,0.0,0.0,3,,,
339,108,3,0.0,0.0,0.0,3,,,
340,108,4,0.0,0.0,0.0,3,,,
341,108,5,0.0,0.0,0.0,3,,,
342,108,6,0.0,0.0,0.0,3,,,
343,108,7,0.0,0.0,0.0,3,,,
344,108,8,0.0,0.0,0.0,3,,,
345,109,1,0.0,0.0,0.0,3,,,
346,109,2,0.0,0.0,0.0,3,,,
347,109,3,0.0,0.0,0.0,3,,,
348,109,4,0.0,0.0,0.0,3,,,
349,109,5,0.0,0.0,0.0,3,,,
350,109,6,0.0,0.0,0.0,3,,,
351,109,7,0.0,0.0,0.0,3,,,
352,109,8,0.0,0.0,0.0,3,,,
353,110,1,0.0,0.0,0.0,3,,,
354,110,2,0.0,0.0,0.0,3,,,
355,110,3,0.0,0.0,0.0,3,,,
356,110,4,0.0,0.0,0.0,3,,,
357,110,5,0.0,0.0,0.0,3,,,
358,110,6,0.0,0.0,0.0,3,,,
359,110,7,0.0,0.0,0.0,3,,,
360,110,8,0.0,0.0,0.0,3,,,
361,112,1,0.0,0.0,0.0,3,,,
362,112,2,0.0,0.0,0.0,3,,,
363,112,3,0.0,0.0,0.0,3,,,
364,112,4,0.0,0.0,0.0,3,,,
365,112,5,0.0,0.0,0.0,3,,,
366,112,6,0.0,0.0,0.0,3,,,
367,112,7,0.0,0.0,0.0,3,,,
368,112,8,0.0,0.0,0.0,3,,,
369,115,1,0.0,0.0,0.0,3,,,
370,115,2,0.0,0.0,0.0,3,,,
371,115,3,0.0,0.0,0.0,3,,,
372,115,4,0.0,0.0,0.0,3,,,
373,115,5,0.0,0.0,0.0,3,,,
374,115,6,0.0,0.0,0.0,3,,,
375,115,7,0.0,0.0,0.0,3,,,
376,115,8,0.0,0.0,0.0,3,,,
377,116,1,0.0,0.0,0.0,3,,,
378,116,2,0.0,0.0,0.0,3,,,
379,116,3,0.0,0.0,0.0,3,,,
380,116,4,0.0,0.0,0.0,3,,,
381,116,5,0.0,0.0,0.0,3,,,
382,116,6,0.0,0.0,0.0,3,,,
383,116,7,0.0,0.0,0.0,3,,,
384,116,8,0.0,0.0,0.0,3,,,
385,117,1,0.0,0.0,0.0,3,,,
386,117,2,0.0,0.0,0.0,3,,,
387,117,3,0.0,0.0,0.0,3,,,
388,117,4,0.0,0.0,0.0,3,,,
389,117,5,0.0,0.0,0.0,3,,,
390,117,6,0.0,0.0,0.0,3,,,
391,117,7,0.0,0.0,0.0,3,,,
392,117,8,0.0,0.0,0.0,3,,,
393,118,1,0.0,0.0,0.0,3,,,
394,118,2,0.0,0.0,0.0,3,,,
395,118,3,0.0,0.0,0.0,3,,,
396,118,4,0.0,0.0,0.0,3,,,
397,118,5,0.0,0.0,0.0,3,,,
398,118,6,0.0,0.0,0.0,3,,,
399,118,7,0.0,0.0,0.0,3,,,
400,118,8,0.0,0.0,0.0,3,,,
401,119,1,0.0,0.0,0.0,3,,,
402,119,2,0.0,0.0,0.0,3,,,
403,119,3,0.0,0.0,0.0,3,,,
404,119,4,0.0,0.0,0.0,3,,,
405,119,5,0.0,0.0,0.0,3,,,
406,119,6,0.0,0.0,0.0,3,,,
407,119,7,0.0,0.0,0.0,3,,,
408,119,8,0.0,0.0,0.0,3,,,
409,120,1,0.0,0.0,0.0,3,,,
410,120,2,0.0,0.0,0.0,3,,,
411,120,3,0.0,0.0,0.0,3,,,
412,120,4,0.0,0.0,0.0,3,,,
413,120,5,0.0,0.0,0.0,3,,,
414,120,6,0.0,0.0,0.0,3,,,
415,120,7,0.0,0.0,0.0,3,,,
416,120,8,0.0,0.0,0.0,3,,,
417,121,1,0.0,0.0,0.0,3,,,
418,121,2,0.0,0.0,0.0,3,,,
419,121,3,0.0,0.0,0.0,3,,,
420,121,4,0.0,0.0,0.0,3,,,
421,121,5,0.0,0.0,0.0,3,,,
422,121,6,0.0,0.0,0.0,3,,,
423,121,7,0.0,0.0,0.0,3,,,
424,121,8,0.0,0.0,0.0,3,,,
425,122,1,0.0,0.0,0.0,3,,,
426,122,2,0.0,0.0,0.0,3,,,
427,122,3,0.0,0.0,0.0,3,,,
428,122,4,0.0,0.0,0.0,3,,,
429,122,5,0.0,0.0,0.0,3,,,
430,122,6,0.0,0.0,0.0,3,,,
431,122,7,0.0,0.0,0.0,3,,,
432,122,8,0.0,0.0,0.0,3,,,
433,123,1,0.0,0.0,0.0,3,,,
434,123,2,0.0,0.0,0.0,3,,,
435,123,3,0.0,0.0,0.0,3,,,
436,123,4,0.0,0.0,0.0,3,,,
437,123,5,0.0,0.0,0.0,3,,,
438,123,6,0.0,0.0,0.0,3,,,
439,123,7,0.0,0.0,0.0,3,,,
440,123,8,0.0,0.0,0.0,3,,,
441,124,1,0.0,0.0,0.0,3,,,
442,124,2,0.0,0.0,0.0,3,,,
443,124,3,0.0,0.0,0.0,3,,,
444,124,4,0.0,0.0,0.0,3,,,
445,124,5,0.0,0.0,0.0,3,,,
446,124,6,0.0,0.0,0.0,3,,,
447,124,7,0.0,0.0,0.0,3,,,
448,124,8,0.0,0.0,0.0,3,,,
449,125,1,0.0,0.0,0.0,3,,,
450,125,2,0.0,0.0,0.0,3,,,
451,125,3,0.0,0.0,0.0,3,,,
452,125,4,0.0,0.0,0.0,3,,,
453,125,5,0.0,0.0,0.0,3,,,
454,125,6,0.0,0.0,0.0,3,,,
455,125,7,0.0,0.0,0.0,3,,,
456,125,8,0.0,0.0,0.0,3,,,
457,129,1,0.0,0.0,0.0,3,,,
458,129,2,0.0,0.0,0.0,3,,,
459,129,3,0.0,0.0,0.0,3,,,
460,129,4,0.0,0.0,0.0,3,,,
461,129,5,0.0,0.0,0.0,3,,,
462,129,6,0.0,0.0,0.0,3,,,
463,129,7,0.0,0.0,0.0,3,,,
464,129,8,0.0,0.0,0.0,3,,,
465,130,1,0.0,0.0,0.0,3,,,
466,130,2,0.0,0.0,0.0,3,,,
467,130,3,0.0,0.0,0.0,3,,,
468,130,4,0.0,0.0,0.0,3,,,
469,130,5,0.0,0.0,0.0,3,,,
470,130,6,0.0,0.0,0.0,3,,,
471,130,7,0.0,0.0,0.0,3,,,
472,130,8,0.0,0.0,0.0,3,,,
473,131,1,0.0,0.0,0.0,3,,,
474,131,2,0.0,0.0,0.0,3,,,
475,131,3,0.0,0.0,0.0,3,,,
476,131,4,0.0,0.0,0.0,3,,,
477,131,5,0.0,0.0,0.0,3,,,
478,131,6,0.0,0.0,0.0,3,,,
479,131,7,0.0,0.0,0.0,3,,,
480,131,8,0.0,0.0,0.0,3,,,
481,132,1,0.0,0.0,0.0,3,,,
482,132,2,0.0,0.0,0.0,3,,,
483,132,3,0.0,0.0,0.0,3,,,
484,132,4,0.0,0.0,0.0,3,,,
485,132,5,0.0,0.0,0.0,3,,,
486,132,6,0.0,0.0,0.0,3,,,
487,132,7,0.0,0.0,0.0,3,,,
488,132,8,0.0,0.0,0.0,3,,,
489,133,1,0.0,0.0,0.0,3,,,
490,133,2,0.0,0.0,0.0,3,,,
491,133,3,0.0,0.0,0.0,3,,,
492,133,4,0.0,0.0,0.0,3,,,
493,133,5,0.0,0.0,0.0,3,,,
494,133,6,0.0,0.0,0.0,3,,,
495,133,7,0.0,0.0,0.0,3,,,
496,133,8,0.0,0.0,0.0,3,,,
497,134,1,0.0,0.0,0.0,3,,,
498,134,2,0.0,0.0,0.0,3,,,
499,134,3,0.0,0.0,0.0,3,,,
500,134,4,0.0,0.0,0.0,3,,,
501,134,5,0.0,0.0,0.0,3,,,
502,134,6,0.0,0.0,0.0,3,,,
503,134,7,0.0,0.0,0.0,3,,,
504,134,8,0.0,0.0,0.0,3,,,
505,135,1,0.0,0.0,0.0,3,,,
506,135,2,0.0,0.0,0.0,3,,,
507,135,3,0.0,0.0,0.0,3,,,
508,135,4,0.0,0.0,0.0,3,,,
509,135,5,0.0,0.0,0.0,3,,,
510,135,6,0.0,0.0,0.0,3,,,
511,135,7,0.0,0.0,0.0,3,,,
512,135,8,0.0,0.0,0.0,3,,,
513,136,1,0.0,0.0,0.0,3,,,
514,136,2,0.0,0.0,0.0,3,,,
515,136,3,0.0,0.0,0.0,3,,,
516,136,4,0.0,0.0,0.0,3,,,
517,136,5,0.0,0.0,0.0,3,,,
518,136,6,0.0,0.0,0.0,3,,,
519,136,7,0.0,0.0,0.0,3,,,
520,136,8,0.0,0.0,0.0,3,,,
521,137,1,0.0,0.0,0.0,3,,,
522,137,2,0.0,0.0,0.0,3,,,
523,137,3,0.0,0.0,0.0,3,,,
524,137,4,0.0,0.0,0.0,3,,,
525,137,5,0.0,0.0,0.0,3,,,
526,137,6,0.0,0.0,0.0,3,,,
527,137,7,0.0,0.0,0.0,3,,,
528,137,8,0.0,0.0,0.0,3,,,
529,138,1,0.0,0.0,0.0,3,,,
530,138,2,0.0,0.0,0.0,3,,,
531,138,3,0.0,0.0,0.0,3,,,
532,138,4,0.0,0.0,0.0,3,,,
533,138,5,0.0,0.0,0.0,3,,,
534,138,6,0.0,0.0,0.0,3,,,
535,138,7,0.0,0.0,0.0,3,,,
536,138,8,0.0,0.0,0.0,3,,,
537,139,1,0.0,0.0,0.0,3,,,
538,139,2,0.0,0.0,0.0,3,,,
539,139,3,0.0,0.0,0.0,3,,,
540,139,4,0.0,0.0,0.0,3,,,
541,139,5,0.0,0.0,0.0,3,,,
542,139,6,0.0,0.0,0.0,3,,,
543,139,7,0.0,0.0,0.0,3,,,
544,139,8,0.0,0.0,0.0,3,,,
545,143,1,0.0,0.0,0.0,3,,,
546,143,2,0.0,0.0,0.0,3,,,
547,143,3,0.0,0.0,0.0,3,,,
548,143,4,0.0,0.0,0.0,3,,,
549,143,5,0.0,0.0,0.0,3,,,
550,143,6,0.0,0.0,0.0,3,,,
551,143,7,0.0,0.0,0.0,3,,,
552,143,8,0.0,0.0,0.0,3,,,
553,144,1,0.0,0.0,0.0,3,,,
554,144,2,0.0,0.0,0.0,3,,,
555,144,3,0.0,0.0,0.0,3,,,
556,144,4,0.0,0.0,0.0,3,,,
557,144,5,0.0,0.0,0.0,3,,,
558,144,6,0.0,0.0,0.0,3,,,
559,144,7,0.0,0.0,0.0,3,,,
560,144,8,0.0,0.0,0.0,3,,,
561,149,1,0.0,0.0,0.0,3,,,
562,149,2,0.0,0.0,0.0,3,,,
563,149,3,0.0,0.0,0.0,3,,,
564,149,4,0.0,0.0,0.0,3,,,
565,149,5,0.0,0.0,0.0,3,,,
566,149,6,0.0,0.0,0.0,3,,,
567,149,7,0.0,0.0,0.0,3,,,
568,149,8,0.0,0.0,0.0,3,,,
569,151,1,0.0,0.0,0.0,3,,,
570,151,2,0.0,0.0,0.0,3,,,
571,151,3,0.0,0.0,0.0,3,,,
572,151,4,0.0,0.0,0.0,3,,,
573,151,5,0.0,0.0,0.0,3,,,
574,151,6,0.0,0.0,0.0,3,,,
575,151,7,0.0,0.0,0.0,3,,,
576,151,8,0.0,0.0,0.0,3,,,
577,152,1,0.0,0.0,0.0,3,,,
578,152,2,0.0,0.0,0.0,3,,,
579,152,3,0.0,0.0,0.0,3,,,
580,152,4,0.0,0.0,0.0,3,,,
581,152,5,0.0,0.0,0.0,3,,,
582,152,6,0.0,0.0,0.0,3,,,
583,152,7,0.0,0.0,0.0,3,,,
584,152,8,0.0,0.0,0.0,3,,,
585,153,1,0.0,0.0,0.0,3,,,
586,153,2,0.0,0.0,0.0,3,,,
587,153,3,0.0,0.0,0.0,3,,,
588,153,4,0.0,0.0,0.0,3,,,
589,153,5,0.0,0.0,0.0,3,,,
590,153,6,0.0,0.0,0.0,3,,,
591,153,7,0.0,0.0,0.0,3,,,
592,153,8,0.0,0.0,0.0,3,,,
593,154,1,0.0,0.0,0.0,3,,,
594,154,2,0.0,0.0,0.0,3,,,
595,154,3,0.0,0.0,0.0,3,,,
596,154,4,0.0,0.0,0.0,3,,,
